"line","trait_value","trait","reference"
38,44.71428571,"starvation.res.F","Mackay et al. (2012) Nature"
40,67.33333333,"starvation.res.F","Mackay et al. (2010) Nature"
40,67.33333333,"starvation.res.F","Mackay et al. (2012) Nature"
41,77.71428571,"starvation.res.F","Mackay et al. (2010) Nature"
41,77.71428571,"starvation.res.F","Mackay et al. (2012) Nature"
42,39.83673469,"starvation.res.F","Mackay et al. (2010) Nature"
42,39.83673469,"starvation.res.F","Mackay et al. (2012) Nature"
45,49.44,"starvation.res.F","Mackay et al. (2010) Nature"
45,49.44,"starvation.res.F","Mackay et al. (2012) Nature"
48,78.88,"starvation.res.F","Mackay et al. (2010) Nature"
48,78.88,"starvation.res.F","Mackay et al. (2012) Nature"
49,66.08,"starvation.res.F","Mackay et al. (2010) Nature"
49,66.08,"starvation.res.F","Mackay et al. (2012) Nature"
57,48.64,"starvation.res.F","Mackay et al. (2010) Nature"
57,48.64,"starvation.res.F","Mackay et al. (2012) Nature"
59,45.06122449,"starvation.res.F","Mackay et al. (2010) Nature"
59,45.06122449,"starvation.res.F","Mackay et al. (2012) Nature"
69,49.63265306,"starvation.res.F","Mackay et al. (2010) Nature"
69,49.63265306,"starvation.res.F","Mackay et al. (2012) Nature"
73,73.92,"starvation.res.F","Mackay et al. (2010) Nature"
73,73.92,"starvation.res.F","Mackay et al. (2012) Nature"
75,90.24,"starvation.res.F","Mackay et al. (2010) Nature"
75,90.24,"starvation.res.F","Mackay et al. (2012) Nature"
83,55.52,"starvation.res.F","Mackay et al. (2010) Nature"
83,55.52,"starvation.res.F","Mackay et al. (2012) Nature"
85,43.04,"starvation.res.F","Mackay et al. (2010) Nature"
85,43.04,"starvation.res.F","Mackay et al. (2012) Nature"
88,50.93877551,"starvation.res.F","Mackay et al. (2010) Nature"
88,50.93877551,"starvation.res.F","Mackay et al. (2012) Nature"
91,71.36,"starvation.res.F","Mackay et al. (2010) Nature"
91,71.36,"starvation.res.F","Mackay et al. (2012) Nature"
93,57.12,"starvation.res.F","Mackay et al. (2010) Nature"
93,57.12,"starvation.res.F","Mackay et al. (2012) Nature"
100,77.92,"starvation.res.F","Mackay et al. (2010) Nature"
100,77.92,"starvation.res.F","Mackay et al. (2012) Nature"
101,57.76,"starvation.res.F","Mackay et al. (2010) Nature"
101,57.76,"starvation.res.F","Mackay et al. (2012) Nature"
105,73.12,"starvation.res.F","Mackay et al. (2010) Nature"
105,73.12,"starvation.res.F","Mackay et al. (2012) Nature"
109,53.44,"starvation.res.F","Mackay et al. (2010) Nature"
109,53.44,"starvation.res.F","Mackay et al. (2012) Nature"
129,42.7755102,"starvation.res.F","Mackay et al. (2010) Nature"
129,42.7755102,"starvation.res.F","Mackay et al. (2012) Nature"
136,104.32,"starvation.res.F","Mackay et al. (2010) Nature"
136,104.32,"starvation.res.F","Mackay et al. (2012) Nature"
138,59.52,"starvation.res.F","Mackay et al. (2010) Nature"
138,59.52,"starvation.res.F","Mackay et al. (2012) Nature"
142,59.26530612,"starvation.res.F","Mackay et al. (2010) Nature"
142,59.26530612,"starvation.res.F","Mackay et al. (2012) Nature"
149,47,"starvation.res.F","Mackay et al. (2010) Nature"
149,47,"starvation.res.F","Mackay et al. (2012) Nature"
153,59.04,"starvation.res.F","Mackay et al. (2010) Nature"
153,59.04,"starvation.res.F","Mackay et al. (2012) Nature"
158,77.06122449,"starvation.res.F","Mackay et al. (2010) Nature"
158,77.06122449,"starvation.res.F","Mackay et al. (2012) Nature"
161,53.76,"starvation.res.F","Mackay et al. (2010) Nature"
161,53.76,"starvation.res.F","Mackay et al. (2012) Nature"
176,54.20408163,"starvation.res.F","Mackay et al. (2010) Nature"
176,54.20408163,"starvation.res.F","Mackay et al. (2012) Nature"
177,53.71428571,"starvation.res.F","Mackay et al. (2010) Nature"
177,53.71428571,"starvation.res.F","Mackay et al. (2012) Nature"
181,56.96,"starvation.res.F","Mackay et al. (2010) Nature"
181,56.96,"starvation.res.F","Mackay et al. (2012) Nature"
189,57.6,"starvation.res.F","Mackay et al. (2010) Nature"
189,57.6,"starvation.res.F","Mackay et al. (2012) Nature"
195,65.6,"starvation.res.F","Mackay et al. (2010) Nature"
195,65.6,"starvation.res.F","Mackay et al. (2012) Nature"
208,53.6,"starvation.res.F","Mackay et al. (2010) Nature"
208,53.6,"starvation.res.F","Mackay et al. (2012) Nature"
217,106.56,"starvation.res.F","Mackay et al. (2010) Nature"
217,106.56,"starvation.res.F","Mackay et al. (2012) Nature"
223,68.16666667,"starvation.res.F","Mackay et al. (2010) Nature"
223,68.16666667,"starvation.res.F","Mackay et al. (2012) Nature"
227,52.16,"starvation.res.F","Mackay et al. (2010) Nature"
227,52.16,"starvation.res.F","Mackay et al. (2012) Nature"
228,65.95918367,"starvation.res.F","Mackay et al. (2010) Nature"
228,65.95918367,"starvation.res.F","Mackay et al. (2012) Nature"
229,39.34693878,"starvation.res.F","Mackay et al. (2010) Nature"
229,39.34693878,"starvation.res.F","Mackay et al. (2012) Nature"
233,73.14285714,"starvation.res.F","Mackay et al. (2010) Nature"
233,73.14285714,"starvation.res.F","Mackay et al. (2012) Nature"
235,71.33333333,"starvation.res.F","Mackay et al. (2010) Nature"
235,71.33333333,"starvation.res.F","Mackay et al. (2012) Nature"
237,53.6,"starvation.res.F","Mackay et al. (2010) Nature"
237,53.6,"starvation.res.F","Mackay et al. (2012) Nature"
239,59.22807018,"starvation.res.F","Mackay et al. (2010) Nature"
239,59.22807018,"starvation.res.F","Mackay et al. (2012) Nature"
280,69.83333333,"starvation.res.F","Mackay et al. (2010) Nature"
280,69.83333333,"starvation.res.F","Mackay et al. (2012) Nature"
287,64.65306122,"starvation.res.F","Mackay et al. (2010) Nature"
287,64.65306122,"starvation.res.F","Mackay et al. (2012) Nature"
301,66.4,"starvation.res.F","Mackay et al. (2010) Nature"
301,66.4,"starvation.res.F","Mackay et al. (2012) Nature"
303,54.72,"starvation.res.F","Mackay et al. (2010) Nature"
303,54.72,"starvation.res.F","Mackay et al. (2012) Nature"
304,68.96,"starvation.res.F","Mackay et al. (2010) Nature"
304,68.96,"starvation.res.F","Mackay et al. (2012) Nature"
306,65.33333333,"starvation.res.F","Mackay et al. (2010) Nature"
306,65.33333333,"starvation.res.F","Mackay et al. (2012) Nature"
307,75.74468085,"starvation.res.F","Mackay et al. (2010) Nature"
307,75.74468085,"starvation.res.F","Mackay et al. (2012) Nature"
309,62.20408163,"starvation.res.F","Mackay et al. (2010) Nature"
309,62.20408163,"starvation.res.F","Mackay et al. (2012) Nature"
310,55.17241379,"starvation.res.F","Mackay et al. (2010) Nature"
310,55.17241379,"starvation.res.F","Mackay et al. (2012) Nature"
313,72.81632653,"starvation.res.F","Mackay et al. (2010) Nature"
313,72.81632653,"starvation.res.F","Mackay et al. (2012) Nature"
315,51.84,"starvation.res.F","Mackay et al. (2010) Nature"
315,51.84,"starvation.res.F","Mackay et al. (2012) Nature"
317,48.64,"starvation.res.F","Mackay et al. (2010) Nature"
317,48.64,"starvation.res.F","Mackay et al. (2012) Nature"
318,59.74468085,"starvation.res.F","Mackay et al. (2010) Nature"
318,59.74468085,"starvation.res.F","Mackay et al. (2012) Nature"
319,64.83333333,"starvation.res.F","Mackay et al. (2010) Nature"
319,64.83333333,"starvation.res.F","Mackay et al. (2012) Nature"
320,87.52,"starvation.res.F","Mackay et al. (2010) Nature"
320,87.52,"starvation.res.F","Mackay et al. (2012) Nature"
321,52,"starvation.res.F","Mackay et al. (2010) Nature"
321,52,"starvation.res.F","Mackay et al. (2012) Nature"
324,34.44897959,"starvation.res.F","Mackay et al. (2010) Nature"
324,34.44897959,"starvation.res.F","Mackay et al. (2012) Nature"
325,43.68,"starvation.res.F","Mackay et al. (2010) Nature"
325,43.68,"starvation.res.F","Mackay et al. (2012) Nature"
332,47.52,"starvation.res.F","Mackay et al. (2010) Nature"
332,47.52,"starvation.res.F","Mackay et al. (2012) Nature"
335,69.12,"starvation.res.F","Mackay et al. (2010) Nature"
335,69.12,"starvation.res.F","Mackay et al. (2012) Nature"
336,75.10204082,"starvation.res.F","Mackay et al. (2010) Nature"
336,75.10204082,"starvation.res.F","Mackay et al. (2012) Nature"
338,61.28,"starvation.res.F","Mackay et al. (2010) Nature"
338,61.28,"starvation.res.F","Mackay et al. (2012) Nature"
340,57.63265306,"starvation.res.F","Mackay et al. (2010) Nature"
340,57.63265306,"starvation.res.F","Mackay et al. (2012) Nature"
348,50.08,"starvation.res.F","Mackay et al. (2010) Nature"
348,50.08,"starvation.res.F","Mackay et al. (2012) Nature"
350,53,"starvation.res.F","Mackay et al. (2010) Nature"
350,53,"starvation.res.F","Mackay et al. (2012) Nature"
352,45.6,"starvation.res.F","Mackay et al. (2010) Nature"
352,45.6,"starvation.res.F","Mackay et al. (2012) Nature"
354,57.95918367,"starvation.res.F","Mackay et al. (2010) Nature"
354,57.95918367,"starvation.res.F","Mackay et al. (2012) Nature"
355,66.24,"starvation.res.F","Mackay et al. (2010) Nature"
355,66.24,"starvation.res.F","Mackay et al. (2012) Nature"
356,83.10204082,"starvation.res.F","Mackay et al. (2010) Nature"
356,83.10204082,"starvation.res.F","Mackay et al. (2012) Nature"
357,63.68,"starvation.res.F","Mackay et al. (2010) Nature"
357,63.68,"starvation.res.F","Mackay et al. (2012) Nature"
358,55.34693878,"starvation.res.F","Mackay et al. (2010) Nature"
358,55.34693878,"starvation.res.F","Mackay et al. (2012) Nature"
359,51.84,"starvation.res.F","Mackay et al. (2010) Nature"
359,51.84,"starvation.res.F","Mackay et al. (2012) Nature"
360,53.71428571,"starvation.res.F","Mackay et al. (2010) Nature"
360,53.71428571,"starvation.res.F","Mackay et al. (2012) Nature"
361,55.84,"starvation.res.F","Mackay et al. (2010) Nature"
361,55.84,"starvation.res.F","Mackay et al. (2012) Nature"
362,74.80701754,"starvation.res.F","Mackay et al. (2010) Nature"
362,74.80701754,"starvation.res.F","Mackay et al. (2012) Nature"
365,50.5,"starvation.res.F","Mackay et al. (2010) Nature"
365,50.5,"starvation.res.F","Mackay et al. (2012) Nature"
367,60.8,"starvation.res.F","Mackay et al. (2010) Nature"
367,60.8,"starvation.res.F","Mackay et al. (2012) Nature"
370,55.04,"starvation.res.F","Mackay et al. (2010) Nature"
370,55.04,"starvation.res.F","Mackay et al. (2012) Nature"
371,57.12,"starvation.res.F","Mackay et al. (2010) Nature"
371,57.12,"starvation.res.F","Mackay et al. (2012) Nature"
373,72.16,"starvation.res.F","Mackay et al. (2010) Nature"
373,72.16,"starvation.res.F","Mackay et al. (2012) Nature"
374,60.48,"starvation.res.F","Mackay et al. (2010) Nature"
374,60.48,"starvation.res.F","Mackay et al. (2012) Nature"
375,66.72,"starvation.res.F","Mackay et al. (2010) Nature"
375,66.72,"starvation.res.F","Mackay et al. (2012) Nature"
377,64.16326531,"starvation.res.F","Mackay et al. (2010) Nature"
377,64.16326531,"starvation.res.F","Mackay et al. (2012) Nature"
379,88.18181818,"starvation.res.F","Mackay et al. (2010) Nature"
379,88.18181818,"starvation.res.F","Mackay et al. (2012) Nature"
380,42.24,"starvation.res.F","Mackay et al. (2010) Nature"
380,42.24,"starvation.res.F","Mackay et al. (2012) Nature"
381,42.38297872,"starvation.res.F","Mackay et al. (2010) Nature"
381,42.38297872,"starvation.res.F","Mackay et al. (2012) Nature"
382,67.5,"starvation.res.F","Mackay et al. (2010) Nature"
382,67.5,"starvation.res.F","Mackay et al. (2012) Nature"
383,58.6,"starvation.res.F","Mackay et al. (2010) Nature"
383,58.6,"starvation.res.F","Mackay et al. (2012) Nature"
385,71.83673469,"starvation.res.F","Mackay et al. (2010) Nature"
385,71.83673469,"starvation.res.F","Mackay et al. (2012) Nature"
386,37.75438596,"starvation.res.F","Mackay et al. (2010) Nature"
386,37.75438596,"starvation.res.F","Mackay et al. (2012) Nature"
390,44.73469388,"starvation.res.F","Mackay et al. (2010) Nature"
390,44.73469388,"starvation.res.F","Mackay et al. (2012) Nature"
391,63.2,"starvation.res.F","Mackay et al. (2010) Nature"
391,63.2,"starvation.res.F","Mackay et al. (2012) Nature"
392,51.52,"starvation.res.F","Mackay et al. (2010) Nature"
392,51.52,"starvation.res.F","Mackay et al. (2012) Nature"
395,59.84,"starvation.res.F","Mackay et al. (2010) Nature"
395,59.84,"starvation.res.F","Mackay et al. (2012) Nature"
397,50,"starvation.res.F","Mackay et al. (2010) Nature"
397,50,"starvation.res.F","Mackay et al. (2012) Nature"
399,55.52,"starvation.res.F","Mackay et al. (2010) Nature"
399,55.52,"starvation.res.F","Mackay et al. (2012) Nature"
405,58.72,"starvation.res.F","Mackay et al. (2010) Nature"
405,58.72,"starvation.res.F","Mackay et al. (2012) Nature"
406,59.06382979,"starvation.res.F","Mackay et al. (2010) Nature"
406,59.06382979,"starvation.res.F","Mackay et al. (2012) Nature"
409,51.04,"starvation.res.F","Mackay et al. (2010) Nature"
409,51.04,"starvation.res.F","Mackay et al. (2012) Nature"
426,54.59649123,"starvation.res.F","Mackay et al. (2010) Nature"
426,54.59649123,"starvation.res.F","Mackay et al. (2012) Nature"
427,53.25252525,"starvation.res.F","Mackay et al. (2010) Nature"
427,53.25252525,"starvation.res.F","Mackay et al. (2012) Nature"
437,64.51376147,"starvation.res.F","Mackay et al. (2010) Nature"
437,64.51376147,"starvation.res.F","Mackay et al. (2012) Nature"
439,50.5,"starvation.res.F","Mackay et al. (2010) Nature"
439,50.5,"starvation.res.F","Mackay et al. (2012) Nature"
440,70.35051546,"starvation.res.F","Mackay et al. (2010) Nature"
440,70.35051546,"starvation.res.F","Mackay et al. (2012) Nature"
441,69.12,"starvation.res.F","Mackay et al. (2010) Nature"
441,69.12,"starvation.res.F","Mackay et al. (2012) Nature"
443,58.08,"starvation.res.F","Mackay et al. (2010) Nature"
443,58.08,"starvation.res.F","Mackay et al. (2012) Nature"
461,40.48,"starvation.res.F","Mackay et al. (2010) Nature"
461,40.48,"starvation.res.F","Mackay et al. (2012) Nature"
486,68.8,"starvation.res.F","Mackay et al. (2010) Nature"
486,68.8,"starvation.res.F","Mackay et al. (2012) Nature"
491,78.4,"starvation.res.F","Mackay et al. (2010) Nature"
491,78.4,"starvation.res.F","Mackay et al. (2012) Nature"
492,70.26666667,"starvation.res.F","Mackay et al. (2010) Nature"
492,70.26666667,"starvation.res.F","Mackay et al. (2012) Nature"
502,42.6122449,"starvation.res.F","Mackay et al. (2010) Nature"
502,42.6122449,"starvation.res.F","Mackay et al. (2012) Nature"
505,41.63265306,"starvation.res.F","Mackay et al. (2010) Nature"
505,41.63265306,"starvation.res.F","Mackay et al. (2012) Nature"
508,52.96,"starvation.res.F","Mackay et al. (2010) Nature"
508,52.96,"starvation.res.F","Mackay et al. (2012) Nature"
513,44.64,"starvation.res.F","Mackay et al. (2010) Nature"
513,44.64,"starvation.res.F","Mackay et al. (2012) Nature"
517,44.32,"starvation.res.F","Mackay et al. (2010) Nature"
517,44.32,"starvation.res.F","Mackay et al. (2012) Nature"
528,61.2244898,"starvation.res.F","Mackay et al. (2010) Nature"
528,61.2244898,"starvation.res.F","Mackay et al. (2012) Nature"
530,71.34020619,"starvation.res.F","Mackay et al. (2010) Nature"
530,71.34020619,"starvation.res.F","Mackay et al. (2012) Nature"
531,56,"starvation.res.F","Mackay et al. (2010) Nature"
531,56,"starvation.res.F","Mackay et al. (2012) Nature"
535,60.8,"starvation.res.F","Mackay et al. (2010) Nature"
535,60.8,"starvation.res.F","Mackay et al. (2012) Nature"
551,55.84,"starvation.res.F","Mackay et al. (2010) Nature"
551,55.84,"starvation.res.F","Mackay et al. (2012) Nature"
555,50.88,"starvation.res.F","Mackay et al. (2010) Nature"
555,50.88,"starvation.res.F","Mackay et al. (2012) Nature"
559,54.53061224,"starvation.res.F","Mackay et al. (2010) Nature"
559,54.53061224,"starvation.res.F","Mackay et al. (2012) Nature"
563,57.76,"starvation.res.F","Mackay et al. (2010) Nature"
563,57.76,"starvation.res.F","Mackay et al. (2012) Nature"
566,59.84,"starvation.res.F","Mackay et al. (2010) Nature"
566,59.84,"starvation.res.F","Mackay et al. (2012) Nature"
584,62.08,"starvation.res.F","Mackay et al. (2010) Nature"
584,62.08,"starvation.res.F","Mackay et al. (2012) Nature"
589,64.32,"starvation.res.F","Mackay et al. (2010) Nature"
589,64.32,"starvation.res.F","Mackay et al. (2012) Nature"
595,56.81632653,"starvation.res.F","Mackay et al. (2010) Nature"
595,56.81632653,"starvation.res.F","Mackay et al. (2012) Nature"
596,70.88,"starvation.res.F","Mackay et al. (2010) Nature"
596,70.88,"starvation.res.F","Mackay et al. (2012) Nature"
627,48.48,"starvation.res.F","Mackay et al. (2010) Nature"
627,48.48,"starvation.res.F","Mackay et al. (2012) Nature"
630,68.08888889,"starvation.res.F","Mackay et al. (2010) Nature"
630,68.08888889,"starvation.res.F","Mackay et al. (2012) Nature"
634,55.51020408,"starvation.res.F","Mackay et al. (2010) Nature"
634,55.51020408,"starvation.res.F","Mackay et al. (2012) Nature"
639,56.8,"starvation.res.F","Mackay et al. (2010) Nature"
639,56.8,"starvation.res.F","Mackay et al. (2012) Nature"
642,89,"starvation.res.F","Mackay et al. (2010) Nature"
642,89,"starvation.res.F","Mackay et al. (2012) Nature"
646,77.71428571,"starvation.res.F","Mackay et al. (2010) Nature"
646,77.71428571,"starvation.res.F","Mackay et al. (2012) Nature"
703,45.6,"starvation.res.F","Mackay et al. (2010) Nature"
703,45.6,"starvation.res.F","Mackay et al. (2012) Nature"
